"","Id","TagName","Count","ExcerptPostId","WikiPostId"
"613","1145","type-casting","28","171465","171464"
"614","1147","rdbms","35","1147","rdbms"
"615","1148","persistence","51","229036","229035"
"616","1149","xaml","28","134217","134216"
"617","1150","referral","2","1150","referral"
"618","1151","monodroid","6","1151","monodroid"
"619","1153","apache","41","1153","apache"
"620","1155","time-estimation","52","172864","172863"
"621","1157","linq","64","133807","133806"
"622","1158","lambda","47","1158","lambda"
"623","1160","wiki","17","1160","wiki"
"624","1161","redmine","7","237490","237489"
"625","1162","advantages","4","1162","advantages"
"626","1163","technical-debt","43","130666","130665"
"627","1164","ios","302","55121","55120"
"628","1165","team-leader","64","40778","40777"
"629","1166","it-policy","4","1166","it-policy"
"630","1169","people-management","9","1169","people-management"
"631","1170","team-building","24","1170","team-building"
"632","1171","activity","12","1171","activity"
"633","1173","diff","15","1173","diff"
"634","1175","erlang","35","124157","124156"
"635","1176","symbian","3","1176","symbian"
"636","1177","gui-design","19","1177","gui-design"
"637","1178","enum","49","166713","166712"
"638","1179","podcasts","3","1179","podcasts"
"639","1183","sdlc","31","199622","199621"
"640","1185","delimited-files","4","1185","delimited-files"
"641","1186","file-handling","73","167536","167535"
"642","1188","stored-procedures","31","1188","stored-procedures"
"643","1189","packages","60","233975","233974"
"644","1191","product-design","2","1191","product-design"
"645","1193","metrics","58","1193","metrics"
"646","1194","web-browser","16","1194","web-browser"
"647","1195","terms-of-service","10","1195","terms-of-service"
"648","1197","internet","24","1197","internet"
"649","1198","myth","3","1198","myth"
"650","1199","messaging","26","1199","messaging"
"651","1201","pubsub","12","1201","pubsub"
"652","1202","middleware","14","207375","207374"
"653","1203","student","18","1203","student"
"654","1207","distribution","24","194933","194932"
"655","1209","haskell","184","72650","72649"
"656","1214","ebook","11","1214","ebook"
"657","1215","spelling","6","1215","spelling"
"658","1222","data","168","196638","196637"
"659","1223","usability","30","178418","178417"
"660","1226","professional-development","19","1226","professional-development"
"661","1228","considered-harmful","4","1228","considered-harmful"
"662","1231","annoyances","2","1231","annoyances"
"663","1237","enterprise-development","48","1237","enterprise-development"
"664","1243","cassandra","11","1243","cassandra"
"665","1246","review","21","1246","review"
"666","1247","mentor","27","1247","mentor"
"667","1249","manuals","5","1249","manuals"
"668","1250","production","37","1250","production"
"669","1251","legacy","84","99221","99220"
"670","1252","dll","28","1252","dll"
"671","1253","ansi","3","229742","229741"
"672","1255","iso","16","1255","iso"
"673","1257","captcha","9","1257","captcha"
"674","1259","reinventing-the-wheel","12","261857","261856"
"675","1260","unions","4","1260","unions"
"676","1261","code-organization","68","1261","code-organization"
"677","1265","svn","179","48844","48843"
"678","1266","attributes","9","1266","attributes"
"679","1267","modeling","76","1267","modeling"
"680","1269","networking","115","1269","networking"
"681","1270","innovation","7","1270","innovation"
"682","1272","buy-vs-build","4","1272","buy-vs-build"
"683","1273","software-evaluation","13","1273","software-evaluation"
"684","1274","mef","9","1274","mef"
"685","1275","code-layout","7","1275","code-layout"
"686","1276","whitespace","14","1276","whitespace"
"687","1279","jobs","85","79090","79089"
"688","1280","user-control","9","1280","user-control"
"689","1281","desktop-application","55","1281","desktop-application"
"690","1282","robotics","11","234190","234189"
"691","1283","difference","19","1283","difference"
"692","1285","garbage-collection","61","238072","238071"
"693","1286","smart-pointer","12","1286","smart-pointer"
"694","1287","readability","112","119854","119853"
"695","1290","asp.net-mvc","292","86423","86422"
"696","1291","methodology","86","1291","methodology"
"697","1294","user-interface","125","134617","134616"
"698","1295","ideas","29","236956","236955"
"699","1296","porting","35","1296","porting"
"700","1297","morale","3","1297","morale"
"701","1301","winforms","64","166834","166833"
"702","1302","application-design","54","138781","138780"
"703","1310","pitfalls","5","1310","pitfalls"
"704","1313","app","33","1313","app"
"705","1315","invariants","7","167353","167352"
"706","1321","aesthetics","4","1321","aesthetics"
"707","1322","declarative","5","1322","declarative"
"708","1327","revenue","5","1327","revenue"
"709","1329","exam","8","1329","exam"
"710","1331","data-structures","406","134627","134626"
"711","1332","binary-tree","26","1332","binary-tree"
"712","1333","idioms","22","1333","idioms"
"713","1334","business-logic","66","1334","business-logic"
"714","1335","business-rules","34","1335","business-rules"
"715","1336","rules-and-constraints","20","1336","rules-and-constraints"
"716","1337","constructs","2","1337","constructs"
"717","1338","documentation-generation","36","84905","84904"
"718","1339","wysiwyg","7","1339","wysiwyg"
"719","1343","visual-c++","15","1343","visual-c++"
"720","1344","compiler","75","244548","244547"
"721","1345","design-principles","30","1345","design-principles"
"722","1346","data-mining","20","189071","189070"
"723","1348","nunit","15","131864","131863"
"724","1349","xhtml","14","1349","xhtml"
"725","1350","windows-phone-7","36","158719","158718"
"726","1351","licensing","1024","104482","104481"
"727","1354","mvvm","108","179348","179347"
"728","1356","system-reliability","6","1356","system-reliability"
"729","1357","sockets","63","1357","sockets"
"730","1361","itunesconnect","3","1361","itunesconnect"
"731","1366","import","12","1366","import"
"732","1368","git","473","49054","49053"
"733","1369","basic-skills","10","1369","basic-skills"
"734","1370","bug","126","133718","133717"
"735","1373","preparation","4","1373","preparation"
"736","1377","encapsulation","81","1377","encapsulation"
"737","1378","chart","7","1378","chart"
"738","1381","android-market","22","1381","android-market"
"739","1384","clearcase","6","1384","clearcase"
"740","1385","mdd","10","232526","232525"
"741","1386","lazy-initialization","14","1386","lazy-initialization"
"742","1387","type-systems","75","252223","252222"
"743","1390","flex","14","95835","95834"
"744","1391","bdd","78","103975","103974"
"745","1393","source-code","260","155251","155250"
"746","1394","checkin","3","1394","checkin"
"747","1396","handheld","2","1396","handheld"
"748","1398","approval","2","1398","approval"
"749","1401","branding","7","1401","branding"
"750","1402","copy-paste-programming","12","1402","copy-paste-programming"
"751","1407","concepts","97","1407","concepts"
"752","1408","software-schedules","6","1408","software-schedules"
"753","1412","qa","76","80528","80527"
"754","1413","aptana","3","1413","aptana"
"755","1416","zend-framework","37","133791","133790"
"756","1417","cakephp","17","171377","171376"
"757","1418","codeigniter","38","1418","codeigniter"
"758","1422","imagemagick","3","1422","imagemagick"
"759","1424","grails","18","139737","139736"
"760","1426","64-bit","12","1426","64-bit"
"761","1427","32-bit","8","1427","32-bit"
"762","1430","xcode","39","79405","79404"
"763","1434","dba","8","182188","182187"
"764","1435","topics","3","1435","topics"
"765","1436","microsoft-certifications","17","1436","microsoft-certifications"
"766","1437","publications","6","1437","publications"
"767","1439","gcc","19","1439","gcc"
"768","1440","templates","75","1440","templates"
"769","1441","freeware","8","1441","freeware"
"770","1442","pyqt4","8","1442","pyqt4"
"771","1444","python-gui","2","1444","python-gui"
"772","1445","drupal","15","121111","121110"
"773","1448","technical-support","17","1448","technical-support"
"774","1454","synchronization","67","1454","synchronization"
"775","1457","vi","5","1457","vi"
"776","1461","admob","2","136726","136725"
"777","1463","advertisement","10","1463","advertisement"
"778","1464","game-development","145","145708","145707"
"779","1465","simulation","28","1465","simulation"
"780","1466","demonstration","8","1466","demonstration"
"781","1468","internship","54","118903","118902"
"782","1472","ria","7","1472","ria"
"783","1473","clr","23","213249","213248"
"784","1474","protocol","38","1474","protocol"
"785","1477","science","10","1477","science"
"786","1479","null","47","1479","null"
"787","1485","junior-programmer","118","143945","143944"
"788","1487","corporate","4","1487","corporate"
"789","1489","developer","18","1489","developer"
"790","1492","friends","4","1492","friends"
"791","1493","database-design","460","84223","84222"
"792","1495","privacy","22","1495","privacy"
"793","1500","mootools","5","1500","mootools"
"794","1501","patterns-and-practices","124","1501","patterns-and-practices"
"795","1502","general-development","14","1502","general-development"
"796","1503","development-approach","20","1503","development-approach"
"797","1505","professional-society","5","1505","professional-society"
"798","1506","dependency-injection","201","138422","138421"
"799","1512","node.js","168","179334","179333"
"800","1513","examples","20","1513","examples"
"801","1520","growth","6","1520","growth"
"802","1521","high-level","21","227978","227977"
"803","1522","visual-studio-2008","7","1522","visual-studio-2008"
"804","1525","coupling","53","1525","coupling"
"805","1527","http","132","182195","182194"
"806","1528","tcp","25","1528","tcp"
"807","1531","online-identity","4","1531","online-identity"
"808","1535","web-design","46","132602","132601"
"809","1539","type-safety","17","1539","type-safety"
"810","1540","weak-typing","8","1540","weak-typing"
"811","1543","localization","27","155224","155223"
"812","1547","copy-protection","12","1547","copy-protection"
"813","1548","ironpython","3","1548","ironpython"
"814","1554","startup","80","137907","137906"
"815","1557","code-kata","5","1557","code-kata"
"816","1560","search","85","1560","search"
"817","1561","law","28","1561","law"
"818","1563","systems-analysis","4","1563","systems-analysis"
"819","1568","embedded","71","1568","embedded"
"820","1571","language-discussion","10","1571","language-discussion"
"821","1572","command-line","39","1572","command-line"
"822","1573","editor","17","1573","editor"
"823","1575","systems","8","1575","systems"
"824","1576","projects-and-solutions","42","1576","projects-and-solutions"
"825","1577","tips-and-tricks","8","1577","tips-and-tricks"
"826","1579","monad","20","1579","monad"
"827","1581","cucumber","12","229006","229005"
"828","1582","specflow","6","165151","165150"
"829","1583","xauth","2","1583","xauth"
"830","1585","active-directory","9","1585","active-directory"
"831","1586","easter-eggs","3","1586","easter-eggs"
"832","1592","dom","20","1592","dom"
"833","1593","advocacy","5","1593","advocacy"
"834","1594","college","39","1594","college"
"835","1595","dsl","28","154830","154829"
"836","1596","runtime","30","167538","167537"
"837","1599","swing","47","1599","swing"
"838","1600","maintainability","85","163904","163903"
"839","1601","measurement","17","1601","measurement"
"840","1604","change","16","1604","change"
"841","1605","learning-curve","27","1605","learning-curve"
"842","1606","xna","8","1606","xna"
"843","1607","self-teaching","40","1607","self-teaching"
"844","1611","msbuild","11","1611","msbuild"
"845","1612","commandline-build-tool","6","1612","commandline-build-tool"
"846","1615","software-distribution","20","1615","software-distribution"
"847","1617","transition","7","1617","transition"
"848","1620","utf-8","13","1620","utf-8"
"849","1621","character-encoding","38","1621","character-encoding"
"850","1625","intellisense","11","166731","166730"
"851","1626","backward-compatibility","20","1626","backward-compatibility"
"852","1631","file-extension","6","1631","file-extension"
"853","1632","closures","33","210094","210093"
"854","1633","explanation","17","1633","explanation"
"855","1638","hashing","71","229031","229030"
"856","1639","strategy","42","1639","strategy"
"857","1642","r","16","191954","191953"
"858","1643","matlab","19","117272","117271"
"859","1645","user-experience","62","134615","134614"
"860","1646","job-satisfaction","18","1646","job-satisfaction"
"861","1647","rewrite","28","1647","rewrite"
"862","1649","attitude","7","1649","attitude"
"863","1652","generics","61","137504","137503"
"864","1653","system","19","1653","system"
"865","1655","offshore","17","1655","offshore"
"866","1656","bsd-license","70","1656","bsd-license"
"867","1657","mit-license","99","178500","178499"
"868","1658","ecmascript","9","143967","143966"
"869","1660","industry-standard","10","1660","industry-standard"
"870","1662","patents","17","263175","263174"
"871","1663","trademark","8","1663","trademark"
"872","1664","evaluation","17","1664","evaluation"
"873","1666","iis","28","1666","iis"
"874","1667","virtual-machine","70","143889","143888"
"875","1670","python-3.x","28","196114","196113"
"876","1671","abstract-class","40","1671","abstract-class"
"877","1674","x86","20","229033","229032"
"878","1675","x64","2","1675","x64"
"879","1677","knowledge-management","10","1677","knowledge-management"
"880","1678","knowledge-base","13","1678","knowledge-base"
"881","1679","sample","5","1679","sample"
"882","1681","firefox","18","144319","144318"
"883","1682","standards","109","117338","117337"
"884","1683","w3c","8","1683","w3c"
"885","1684","count","4","1684","count"
"886","1685","aggregate","15","1685","aggregate"
"887","1686","dbms","7","1686","dbms"
"888","1687","web-scraping","18","1687","web-scraping"
"889","1688","crawlers","6","1688","crawlers"
"890","1689","forms","17","1689","forms"
"891","1690","dictionary","15","1690","dictionary"
"892","1691","fortran","22","47884","47883"
"893","1693","export","11","1693","export"
"894","1694","standard-library","8","1694","standard-library"
"895","1697","ssl","20","1697","ssl"
"896","1701","training-courses","10","1701","training-courses"
"897","1703","facebook-application","5","1703","facebook-application"
"898","1704","intellectual-property","29","1704","intellectual-property"
"899","1705","date-format","20","1705","date-format"
"900","1706","formatting","17","1706","formatting"
"901","1707","ambiguity","9","1707","ambiguity"
"902","1708","reflector","2","1708","reflector"
"903","1709","windows-7","12","1709","windows-7"
"904","1710","joomla","8","1710","joomla"
"905","1711","compiling","30","1711","compiling"
"906","1713","appstore","54","1713","appstore"
"907","1714","image-manipulation","33","1714","image-manipulation"
"908","1716","engineering","36","167440","167439"
"909","1717","namespace","45","221527","221526"
"910","1718","file-storage","23","1718","file-storage"
"911","1719","class-design","163","166741","166740"
"912","1720","peopleware","10","1720","peopleware"
"913","1721","bpm","7","1721","bpm"
"914","1723","business-process","13","1723","business-process"
"915","1724","postfix","4","1724","postfix"
"916","1727","development-environment","65","179344","179343"
"917","1737","certificate","17","1737","certificate"
"918","1738","touchscreens","6","1738","touchscreens"
"919","1739","asp.net-mvc-3","51","144111","144110"
"920","1740","code-snippets","7","1740","code-snippets"
"921","1741","client-side","55","1741","client-side"
"922","1742","server-side","57","167005","167004"
"923","1743","future-development","4","1743","future-development"
"924","1744","desktop-development","12","1744","desktop-development"
"925","1750","unix","45","167346","167345"
"926","1751","color","17","1751","color"
"927","1752","ipv6","4","1752","ipv6"
"928","1753","future-proof","10","233224","233223"
"929","1756","java-ee","107","130382","130381"
"930","1757","error-handling","104","144116","144115"
"931","1758","real-time","48","1758","real-time"
"932","1759","laptop","4","1759","laptop"
"933","1761","repository","92","1761","repository"
"934","1763","human-factors","8","1763","human-factors"
"935","1765","noise","6","1765","noise"
"936","1766","caching","78","134625","134624"
"937","1767","issue-tracking","119","133720","133719"
"938","1768","backlog","7","167009","167008"
"939","1771","drag-and-drop","5","1771","drag-and-drop"
"940","1773","rational-unified-process","8","1773","rational-unified-process"
"941","1779","content-management","12","1779","content-management"
"942","1781","toolkit","3","1781","toolkit"
"943","1783","developer-tools","37","167527","167526"
"944","1786","client-relations","109","170233","170232"
"945","1790","question-answering","9","1790","question-answering"
"946","1791","nlp","24","115554","115553"
"947","1795","continuous-integration","153","108357","108356"
"948","1796","dependencies","74","1796","dependencies"
"949","1797","maven","48","91991","91990"
"950","1798","commercial","65","1798","commercial"
"951","1800","managers","14","1800","managers"
"952","1801","visio","6","1801","visio"
"953","1803","finite-state-machine","38","1803","finite-state-machine"
"954","1804","parsing","147","140916","140915"
"955","1805","hl7","4","47880","47879"
"956","1808","micro-isvs","3","1808","micro-isvs"
"957","1809","product-development","2","1809","product-development"
"958","1813","object-oriented-design","454","167007","167006"
"959","1815","ant","9","1815","ant"
"960","1816","xunit","5","1816","xunit"
"961","1817","hudson","5","1817","hudson"
"962","1818","integration-tests","83","78142","78141"
"963","1820","doctrine","9","1820","doctrine"
"964","1822","clojure","80","79138","79137"
"965","1823","compensation","3","1823","compensation"
"966","1824","mobile-app","65","232529","232528"
"967","1826","microsoft-access","14","1826","microsoft-access"
"968","1827","neural-networks","15","1827","neural-networks"
"969","1832","wording","8","1832","wording"
"970","1833","windows-registry","5","1833","windows-registry"
"971","1835","ocaml","8","1835","ocaml"
"972","1836","numerical-equations","5","1836","numerical-equations"
"973","1838","software-obsolescence","6","1838","software-obsolescence"
"974","1844","inversion-of-control","33","218991","218990"
"975","1845","ioc-containers","20","1845","ioc-containers"
"976","1846","machine-learning","61","110031","110030"
"977","1847","c99","5","67587","67586"
"978","1853","developer-events","6","1853","developer-events"
"979","1854","prolog","20","199413","199412"
"980","1855","proprietary","23","167546","167545"
"981","1857","storage","52","171061","171060"
"982","1858","linux-kernel","13","1858","linux-kernel"
"983","1859","contract-law","2","1859","contract-law"
"984","1861","negotiation","9","1861","negotiation"
"985","1862","jenkins","29","119309","119308"
"986","1864","apache-license","58","242880","242879"
"987","1867","ssd","5","1867","ssd"
"988","1868","business-card","2","1868","business-card"
"989","1869","bcl","5","1869","bcl"
"990","1870","couchdb","10","180646","180645"
"991","1871","mpl","18","206740","206739"
"992","1872","layers","53","167534","167533"
"993","1874","forum","2","1874","forum"
"994","1875","competition","13","1875","competition"
"995","1879","delegates","25","1879","delegates"
"996","1881","memory","134","179340","179339"
"997","1882","initialization","18","1882","initialization"
"998","1883","default-values","8","1883","default-values"
"999","1884","journal","3","1884","journal"
"1000","1885","im","4","1885","im"
"1001","1888","gpu","16","1888","gpu"
"1002","1891","n-tier","48","1891","n-tier"
"1003","1897","stack-oriented","5","1897","stack-oriented"
"1004","1898","rdms","3","1898","rdms"
"1005","1899","decompile","6","235647","235646"
"1006","1900","scrum-master","17","1900","scrum-master"
"1007","1903","api-design","201","163390","163389"
"1008","1905","software-performance","15","1905","software-performance"
"1009","1907","business-analysis","26","1907","business-analysis"
"1010","1908","browser-compatibility","19","1908","browser-compatibility"
"1011","1909","code-metrics","17","1909","code-metrics"
"1012","1910","cyclomatic-complexity","13","1910","cyclomatic-complexity"
"1013","1911","tests","13","1911","tests"
"1014","1914","resharper","13","1914","resharper"
"1015","1915","linux-development","12","1915","linux-development"
"1016","1917","sql-server-ce","2","1917","sql-server-ce"
"1017","1918","sp1","2","1918","sp1"
"1018","1920","systems-programming","16","1920","systems-programming"
"1019","1923","quitting","4","1923","quitting"
"1020","1924","rss","7","1924","rss"
"1021","1925","atom","5","1925","atom"
"1022","1927","hobby-programming","15","1927","hobby-programming"
"1023","1930","spreadsheet","8","1930","spreadsheet"
"1024","1931","excel","31","1931","excel"
"1025","1932","hadoop","18","213246","213245"
"1026","1940","cli","11","142046","142045"
"1027","1942","multilingual","10","1942","multilingual"
"1028","1944","imperative-languages","7","167350","167349"
"1029","1945","ibm","8","1945","ibm"
"1030","1948","logic-programming","15","1948","logic-programming"
"1031","1949","photo-gallery","5","1949","photo-gallery"
"1032","1951","feature-requests","11","1951","feature-requests"
"1033","1954","prefix","5","1954","prefix"
"1034","1955","half-life","2","1955","half-life"
"1035","1958","non-english","7","1958","non-english"
"1036","1964","polyglot","3","1964","polyglot"
"1037","1968","anxiety","3","1968","anxiety"
"1038","1969","problems","13","1969","problems"
"1039","1970","workflow-foundation","8","1970","workflow-foundation"
"1040","1978","company","22","1978","company"
"1041","1981","3d","26","225451","225450"
"1042","1982","animation","12","1982","animation"
"1043","1983","reading-code","11","1983","reading-code"
"1044","1985","service-bus","11","1985","service-bus"
"1045","1986","leadership","9","1986","leadership"
"1046","1987","automatic-update","7","1987","automatic-update"
"1047","1991","code-sample","8","1991","code-sample"
"1048","1992","continuous-delivery","24","64079","64078"
"1049","1994","grid-computing","5","1994","grid-computing"
"1050","1995","zone","5","1995","zone"
"1051","1996","tomcat","21","126828","126827"
"1052","1997","postgres","30","1997","postgres"
"1053","1998","hibernate","42","1998","hibernate"
"1054","2000","creative-commons","23","2000","creative-commons"
"1055","2002","stm","3","188241","188240"
"1056","2004","employers","15","2004","employers"
"1057","2006","symfony","13","2006","symfony"
"1058","2011","comet","4","2011","comet"
"1059","2012","push","11","2012","push"
"1060","2015","cloud-computing","99","133724","133723"
"1061","2016","bitwise-operators","30","227963","227962"
"1062","2032","lua","20","67159","67158"
"1063","2033","binding","18","2033","binding"
"1064","2034","sicp","8","181165","181164"
"1065","2040","gitflow","22","178198","178197"
"1066","2041","pure-oop","4","2041","pure-oop"
"1067","2044","ssis","6","2044","ssis"
"1068","2045","closed-source","45","2045","closed-source"
"1069","2047","mobile-platforms","23","2047","mobile-platforms"
"1070","2049","income","4","2049","income"
"1071","2051","knuth","5","262304","262303"
"1072","2053","backups","22","145719","145718"
"1073","2055","markup","13","2055","markup"
"1074","2057","escaping","7","2057","escaping"
"1075","2058","lamp","14","2058","lamp"
"1076","2064","survey","4","2064","survey"
"1077","2065","relational-database","97","2065","relational-database"
"1078","2069","stub","8","2069","stub"
"1079","2072","extreme-programming","50","169866","169865"
"1080","2074","file-systems","46","2074","file-systems"
"1081","2076","document","11","2076","document"
"1082","2080","kinect","3","2080","kinect"
"1083","2081","tsql","18","2081","tsql"
"1084","2083","interfaces","254","163468","163467"
"1085","2085","extensibility","27","2085","extensibility"
"1086","2086","design-decisions","13","2086","design-decisions"
"1087","2088","crm","11","2088","crm"
"1088","2090","offer","4","2090","offer"
"1089","2099","work-life","2","2099","work-life"
"1090","2103","permissions","31","2103","permissions"
"1091","2104","authorization","27","2104","authorization"
"1092","2105","code-analysis","25","2105","code-analysis"
"1093","2108","brainstorming","4","2108","brainstorming"
"1094","2110","data-warehouse","14","2110","data-warehouse"
"1095","2111","trust","5","2111","trust"
"1096","2116","technical-manuals","3","2116","technical-manuals"
"1097","2120","ada","4","99215","99214"
"1098","2127","promotion","8","2127","promotion"
"1099","2128","adobe","6","225453","225452"
"1100","2133","playframework","11","2133","playframework"
"1101","2137","role","9","2137","role"
"1102","2138","division-of-labor","5","2138","division-of-labor"
"1103","2139","test-automation","27","2139","test-automation"
"1104","2140","reporting","30","2140","reporting"
"1105","2141","report-generation","10","2141","report-generation"
"1106","2143","information-presentation","9","2143","information-presentation"
"1107","2145","multithreading","286","170236","170235"
"1108","2147","implicit-parallelism","3","2147","implicit-parallelism"
"1109","2148","risk","8","2148","risk"
"1110","2149","stl","14","124565","124564"
"1111","2150","boost","16","2150","boost"
"1112","2154","json","133","176213","176212"
"1113","2155","csdp","3","105633","105632"
"1114","2159","struts","3","2159","struts"
"1115","2160","study","16","2160","study"
"1116","2161","upgrade","14","2161","upgrade"
"1117","2162","schema","45","2162","schema"
"1118","2166","duck-typing","14","2166","duck-typing"
"1119","2176","extension-method","9","2176","extension-method"
"1120","2179","cross-browser","13","2179","cross-browser"
"1121","2180","oauth","29","2180","oauth"
"1122","2181","authentication","119","2181","authentication"
"1123","2183","team-spirit","7","2183","team-spirit"
"1124","2184","ubuntu","18","118634","118633"
"1125","2186","text-encoding","13","2186","text-encoding"
"1126","2189","tablets","7","2189","tablets"
"1127","2196","configuration-management","45","2196","configuration-management"
"1128","2201","bug-report","25","202553","202552"
"1129","2203","retrospective","5","2203","retrospective"
"1130","2210","geospatial","10","2210","geospatial"
"1131","2224","sql-injection","11","2224","sql-injection"
"1132","2227","hierarchy","20","2227","hierarchy"
"1133","2228","tagging","15","2228","tagging"
"1134","2232","scope","37","2232","scope"
"1135","2236","software-law","14","2236","software-law"
"1136","2237","release-management","80","179352","179351"
"1137","2238","blackberry","4","2238","blackberry"
"1138","2239","ado.net","10","2239","ado.net"
"1139","2240","transaction","33","2240","transaction"
"1140","2242","eula","10","2242","eula"
"1141","2248","rad","7","92651","92650"
"1142","2252","service","22","2252","service"
"1143","2262","secure-coding","11","2262","secure-coding"
"1144","2266","np-complete","4","2266","np-complete"
"1145","2268","windows-8","36","122868","122867"
"1146","2276","fpa","4","162493","162492"
"1147","2278","query","27","2278","query"
"1148","2282","numeric-precision","20","2282","numeric-precision"
"1149","2284","msdn","8","2284","msdn"
"1150","2285","model","53","2285","model"
"1151","2286","modelling","11","2286","modelling"
"1152","2287","xslt","15","2287","xslt"
"1153","2290","redis","23","134332","134331"
"1154","2293","pagination","7","158111","158110"
"1155","2297","guidance","10","2297","guidance"
"1156","2303","jira","21","2303","jira"
"1157","2315","program","11","2315","program"
"1158","2317","defensive-programming","10","212783","212782"
"1159","2324","mvp","51","224731","224730"
"1160","2325","chat","13","2325","chat"
"1161","2327","soap","32","222401","222400"
"1162","2334","codefirst","11","2334","codefirst"
"1163","2336","immutability","66","2336","immutability"
"1164","2344","float","10","2344","float"
"1165","2348","defect","11","2348","defect"
"1166","2353","ftp","10","2353","ftp"
"1167","2358","cqrs","42","123520","123519"
"1168","2363","parallel-programming","33","2363","parallel-programming"
"1169","2367","login","39","2367","login"
"1170","2368","final","13","2368","final"
"1171","2374","csda","3","89713","89712"
"1172","2375","business-intelligence","13","2375","business-intelligence"
"1173","2378","case-insensitivity","4","2378","case-insensitivity"
"1174","2380","audit","12","2380","audit"
"1175","2381","personality-conflicts","8","2381","personality-conflicts"
"1176","2383","trees","64","2383","trees"
"1177","2386","text-processing","31","2386","text-processing"
"1178","2388","pdf","14","2388","pdf"
"1179","2395","access-control","21","2395","access-control"
"1180","2396","cocoa","16","2396","cocoa"
"1181","2399","array","101","2399","array"
"1182","2402","public-speaking","2","2402","public-speaking"
"1183","2404","user-interaction","6","2404","user-interaction"
"1184","2407","risk-assesment","4","2407","risk-assesment"
"1185","2409","properties","32","2409","properties"
"1186","2414","geometry","31","2414","geometry"
"1187","2420","auto-completion","10","2420","auto-completion"
"1188","2421","side-projects","3","2421","side-projects"
"1189","2423","normalization","19","206994","206993"
"1190","2429","introduction","4","2429","introduction"
"1191","2432","verification","32","2432","verification"
"1192","2435","server","121","166830","166829"
"1193","2436","webforms","33","2436","webforms"
"1194","2441","assessment","5","2441","assessment"
